DJON    ESOI    ATHN    MXCO    ARNM    NANM    ROME    AATB    BKSN    JUNG    JUNG1    LMKS    IRK3    IRKT    MCRL    MOSC    NEWK    MGDN    YKTK    KERG    OULU    APTY    FSMT    INVK    NAIN    PWNK    THUL    SOPB    SOPO    MRNY    TERA
2011-10-24 21:35:00;143.679;120.570; 56.683;225.767;572.755;479.662;152.430;1392.560;105.418;157.899;367.836;447.870;417.400;210.400; 50.430;242.098; 94.534;175.090;210.640;222.404;105.316;172.392;217.146;192.472;214.118;215.738;123.760;146.098;300.926;120.256;112.618
2011-10-24 21:40:00;141.574;121.015; 56.840;225.300;577.176;478.679;150.583;1389.340;106.734;158.367;370.608;451.570;417.600;208.800; 51.418;241.404; 97.350;177.190;213.307;220.352;106.324;171.558;216.668;192.110;215.020;217.520;124.332;148.324;298.628;119.822;115.476
2011-10-24 21:45:00;142.055;121.673; 55.463;223.600;576.859;481.189;153.187;1387.620;104.452;159.641;369.688;448.273;418.400;210.200; 51.418;237.686; 96.094;177.630;212.613;220.016;105.182;172.940;214.256;191.458;215.772;216.622;121.454;146.808;301.678;120.474;112.205
2011-10-24 21:50:00;141.630;120.630; 55.283;224.100;575.396;484.498;154.070;1391.900;104.060;158.614;369.614;449.473;414.600;210.400; 49.752;240.916; 94.886;178.232;212.267;222.541;104.588;172.970;216.866;190.668;216.804;213.398;122.922;144.644;296.676;119.516;114.503
2011-10-24 21:55:00;143.865;120.840; 56.260;223.933;571.354;478.303;150.403;1394.120;107.392;158.400;371.115;446.597;416.600;208.400; 51.684;238.250; 95.868;180.030;212.827;220.827;106.116;173.112;216.870;192.934;216.830;215.054;121.872;144.258;294.806;120.014;113.995
2011-10-24 22:00:00;143.409;122.583; 55.107;225.733;577.446;483.193;151.450;1396.180;106.936;160.410;368.189;452.110;418.800;209.600; 51.386;238.004; 96.980;179.184;211.173;223.579;107.025;175.138;216.460;189.438;215.912;216.740;121.718;144.160;290.914;119.878;112.969
2011-10-24 22:05:00;141.553;122.540; 57.067;223.267;576.531;483.581;151.897;1392.720;106.818;159.990;367.216;452.457;415.800;212.200; 51.554;240.708; 95.502;178.802;211.093;220.534;108.075;174.930;217.738;194.174;215.830;217.988;123.588;143.662;293.422;121.190;115.263
2011-10-24 22:10:00;144.563;122.027; 55.697;225.633;574.289;486.176;150.060;1398.440;106.310;160.487;366.027;449.823;420.000;211.600; 51.632;239.026; 96.486;176.842;213.067;222.089;105.562;172.794;215.408;190.548;214.396;216.960;123.288;143.128;291.996;120.726;113.410
2011-10-24 22:15:00;145.004;122.505; 55.493;224.933;577.925;481.185;151.050;1401.640;105.136;159.229;369.119;452.067;418.200;209.200; 52.048;240.718; 96.394;178.322;213.920;222.564;105.532;174.400;214.232;190.068;216.520;216.446;123.688;142.368;290.304;118.824;113.726
2011-10-24 22:20:00;142.727;121.855; 56.697;224.500;580.617;484.784;151.423;1399.860;106.494;161.281;366.749;454.827;418.000;212.600; 50.946;240.078; 95.770;178.228;212.107;218.998;107.576;173.078;215.468;189.952;212.632;212.606;123.658;142.168;291.354;120.268;112.585
2011-10-24 22:25:00;142.919;122.817; 56.313;225.200;577.169;482.824;151.733;1402.500;106.106;160.379;370.049;453.830;417.800;208.400; 51.770;240.428; 94.958;177.784;212.240;223.374;106.556;171.258;214.470;191.012;216.912;213.690;122.538;142.000;292.500;119.672;113.140
2011-10-24 22:30:00;144.037;123.115; 57.677;227.367;578.515;487.501;154.233;1401.920;106.690;158.557;372.620;452.717;417.200;211.400; 52.038;241.944; 97.840;177.206;213.280;221.865;105.911;176.164;216.462;190.356;215.800;217.554;123.578;142.324;292.786;118.464;115.031
2011-10-24 22:35:00;141.188;122.230; 54.703;226.800;583.933;483.980;154.373;1408.280;107.734;159.363;370.349;453.020;417.400;209.200; 51.714;239.978; 96.600;178.300;210.907;222.699;108.352;173.690;216.950;191.728;214.982;217.544;124.534;143.080;291.752;119.116;112.577
2011-10-24 22:40:00;141.211;121.590; 57.403;227.633;581.525;484.443;153.077;1404.020;108.122;160.087;373.244;455.313;423.800;210.600; 51.414;239.762; 97.208;179.426;215.600;222.587;106.709;174.596;215.508;192.604;213.586;218.474;123.206;143.084;291.660;120.926;112.695
2011-10-24 22:45:00;140.688;121.415; 57.467;225.667;581.379;486.552;153.863;1408.620;106.490;159.986;371.193;456.237;419.400;210.400; 51.244;242.434; 95.546;178.178;211.573;222.157;107.616;174.906;213.292;189.738;214.444;215.698;124.320;141.140;290.134;119.482;113.334
2011-10-24 22:50:00;140.729;122.607; 54.810;224.667;584.528;489.178;153.504;1406.840;106.306;159.999;370.255;455.267;417.800;211.800; 50.432;240.190; 96.326;176.612;210.640;223.804;106.376;173.108;210.564;190.056;214.156;218.638;123.780;141.800;288.372;120.792;113.296
2011-10-24 22:55:00;140.091;123.050; 56.580;224.167;579.236;485.522;153.207;1403.420;106.116;160.398;370.645;454.030;414.800;211.600; 52.312;241.368; 95.644;175.394;212.240;223.127;106.792;173.030;208.754;190.580;215.396;213.442;124.246;141.718;287.672;118.830;112.401
2011-10-24 23:00:00;140.357;121.543; 57.440;226.900;585.153;484.407;155.193;1405.840;107.018;157.491;374.010;452.537;417.200;208.200; 51.522;241.900; 95.156;   null;211.413;221.774;106.637;173.458;209.580;189.372;215.528;211.618;123.700;140.876;290.970;120.566;113.657
2011-10-24 23:05:00;142.067;123.200; 56.447;227.333;578.470;483.030;153.720;1403.580;106.414;159.127;370.881;452.013;417.000;208.000; 52.110;242.510; 94.182;   null;212.400;222.112;105.541;174.628;209.752;189.180;216.588;210.154;124.702;141.126;291.950;119.346;112.662
2011-10-24 23:10:00;143.179;122.695; 56.400;224.433;578.780;486.510;154.340;1397.340;106.010;161.917;372.085;456.357;419.600;210.000; 51.712;241.304; 93.062;   null;213.147;220.850;105.552;173.290;209.046;188.932;212.336;208.478;122.664;143.530;289.322;119.218;112.805
2011-10-24 23:15:00;141.981;120.967; 56.603;226.933;577.926;485.968;154.403;1408.220;107.496;159.105;372.508;453.327;418.200;210.600; 52.086;242.640; 96.644;   null;210.933;221.977;107.643;171.400;208.532;188.784;215.626;208.894;120.440;142.180;289.590;119.672;112.992
2011-10-24 23:20:00;142.791;123.900; 56.490;226.067;579.305;487.445;152.880;1403.720;106.610;160.311;375.686;455.813;420.600;211.600; 52.286;238.520; 94.968;   null;214.640;221.008;104.922;174.278;209.818;188.924;213.400;211.164;120.902;142.946;294.162;120.730;112.842
2011-10-24 23:25:00;142.511;122.370; 55.770;225.000;575.322;485.710;153.107;1410.900;106.684;159.568;371.100;454.753;420.000;210.800; 52.554;239.758; 95.730;   null;213.493;219.340;107.254;171.404;208.918;188.490;213.274;209.830;120.600;143.345;290.800;120.162;113.159
2011-10-24 23:30:00;141.306;121.525; 55.080;223.733;579.822;483.015;153.653;1412.980;107.242;158.319;369.758;455.507;419.800;212.400; 50.936;244.612; 95.292;   null;213.680;224.006;108.031;172.550;209.526;187.396;214.602;207.744;121.552;141.934;291.358;121.256;112.375
2011-10-24 23:35:00;140.413;122.690; 56.213;226.267;582.243;483.828;153.570;1405.080;105.584;158.964;371.985;454.320;421.600;209.200; 50.648;240.862; 94.854;   null;214.613;222.586;106.274;171.766;210.166;187.582;212.544;208.172;122.324;142.748;291.920;119.724;113.678
2011-10-24 23:40:00;138.944;123.433; 55.927;223.133;580.091;484.723;154.660;1398.380;106.270;160.551;375.151;455.474;422.600;212.800; 51.136;240.752; 95.338;   null;213.813;220.963;106.935;171.680;209.994;188.980;211.888;207.986;120.848;143.494;292.132;120.796;113.579
2011-10-24 23:45:00;140.414;124.690; 56.320;224.600;576.814;486.366;153.443;1406.840;105.514;160.410;369.906;452.647;422.400;211.600; 52.082;240.438; 94.240;   null;211.813;224.053;104.143;170.494;207.522;187.820;212.794;205.900;119.428;141.532;293.366;120.748;113.543
2011-10-24 23:50:00;141.910;122.833; 55.250;230.567;576.891;485.730;152.853;1397.740;106.854;161.948;369.064;450.100;419.400;211.000; 52.320;241.412; 95.150;   null;214.720;218.999;104.476;171.698;207.840;184.060;211.848;207.364;119.512;141.952;291.260;119.664;113.036
2011-10-24 23:55:00;141.436;123.460; 56.223;226.200;576.590;481.603;152.656;1401.640;106.520;161.642;373.023;452.457;421.800;211.800; 51.256;241.636; 94.436;   null;213.573;221.234;105.639;173.296;208.894;185.132;213.556;208.088;120.942;140.958;287.730;120.322;112.985
2011-10-25 00:00:00;137.964;119.530; 54.800;227.800;575.130;481.810;153.920;1402.940;105.422;159.939;373.647;452.590;420.400;209.800; 52.022;241.472; 93.454;177.958;209.973;221.639;105.765;173.732;208.064;184.554;210.174;207.592;119.162;141.304;286.894;120.020;113.271
2011-10-25 00:05:00;139.177;121.830; 56.513;225.566;579.797;484.365;152.897;1407.720;105.822;160.590;373.963;454.437;420.600;212.400; 51.132;237.800; 94.146;176.938;210.613;221.840;106.980;171.886;207.924;185.158;213.080;207.624;120.024;141.298;291.030;120.034;112.750
2011-10-25 00:10:00;140.513;122.600; 54.547;229.133;579.169;486.101;153.033;1398.940;106.174;160.034;369.544;451.857;423.200;210.000; 51.386;242.278; 94.306;175.222;209.013;221.052;105.874;172.944;208.028;185.626;212.056;208.732;120.380;141.908;291.410;119.864;111.582
2011-10-25 00:15:00;139.187;123.827; 57.223;227.467;579.760;480.219;155.307;1401.760;105.802;161.452;372.654;454.400;420.400;213.200; 50.820;239.700; 94.778;175.062;211.413;222.630;106.721;174.198;206.338;184.560;209.884;208.644;121.250;141.054;286.858;119.148;112.509
2011-10-25 00:20:00;142.514;123.550; 55.463;228.700;581.804;486.249;153.680;1404.960;107.680;161.896;371.622;453.860;422.800;209.600; 52.046;242.858; 95.904;175.408;210.720;218.570;106.750;172.770;206.062;185.260;211.172;208.880;119.710;141.072;289.508;119.432;113.250
2011-10-25 00:25:00;140.173;121.610; 57.473;228.067;575.701;482.936;151.843;1404.025;108.182;158.842;369.872;451.743;420.400;210.800; 51.958;241.998; 95.062;175.284;209.493;219.947;105.087;170.760;208.544;185.792;211.848;206.374;119.690;141.608;290.550;120.822;112.983
2011-10-25 00:30:00;140.846;123.193; 56.253;225.567;582.952;485.172;155.610;1413.333;108.214;157.289;369.967;451.163;421.800;210.600; 51.248;239.762; 94.706;173.934;210.000;222.179;104.347;170.214;208.184;184.532;209.682;210.032;119.258;142.168;289.902;118.992;112.958
2011-10-25 00:35:00;140.270;122.850; 56.707;228.200;584.076;484.777;154.797;1404.900;106.252;159.754;373.430;455.763;423.400;209.800; 51.758;239.622; 94.094;174.506;209.947;219.176;106.387;171.384;206.842;183.438;210.934;205.954;119.928;141.076;287.018;119.302;112.354
2011-10-25 00:40:00;141.001;122.740; 56.027;223.967;578.949;485.456;154.373;1408.240;106.578;161.445;370.033;454.337;419.000;212.400; 52.674;243.582; 94.712;174.048;210.773;220.258;105.512;169.906;207.896;187.526;210.048;212.038;118.978;141.250;288.532;118.990;113.638
2011-10-25 00:45:00;138.545;122.437; 56.473;227.367;581.576;483.798;154.103;1408.180;107.306;159.530;370.069;454.980;422.400;214.600; 51.432;241.494; 94.100;175.756;208.587;220.574;105.236;171.772;207.510;182.780;209.830;208.152;116.814;141.896;287.210;120.064;111.248
2011-10-25 00:50:00;139.647;123.845; 55.990;228.100;579.192;482.247;154.037;1408.840;105.650;156.166;371.177;454.860;418.800;208.200; 50.106;238.250; 93.528;175.670;209.653;218.063;103.681;169.312;206.050;184.576;212.508;209.088;118.616;139.150;285.972;117.630;112.298
2011-10-25 00:55:00;139.702;123.953; 56.653;224.767;580.611;482.666;154.183;1399.800;107.258;159.558;373.154;451.593;419.400;209.000; 52.066;240.516; 93.458;172.348;208.400;217.316;104.152;170.756;207.498;184.200;211.066;207.620;119.212;141.384;289.938;120.318;113.100
2011-10-25 01:00:00;139.990;123.915; 55.780;226.067;580.827;482.362;152.447;1404.440;107.270;158.697;372.619;453.663;418.200;211.400; 50.072;238.200; 92.006;172.800;208.373;218.107;103.515;169.420;208.164;183.186;209.744;208.484;118.402;141.488;285.956;119.216;112.008
2011-10-25 01:05:00;141.949;123.000; 57.473;225.000;577.929;488.969;153.873;1402.680;107.910;159.707;369.218;452.567;417.000;209.200; 51.698;234.392; 94.000;176.206;208.640;216.339;104.067;170.720;206.630;182.866;211.050;207.902;119.034;140.160;288.180;118.340;111.733
2011-10-25 01:10:00;141.514;126.007; 56.747;223.467;581.972;482.746;154.817;1405.760;107.902;160.345;372.091;452.317;418.400;209.200; 50.860;238.120; 93.954;174.272;207.920;218.510;102.349;168.346;207.024;184.784;210.242;204.872;118.584;140.400;286.940;119.286;111.292
2011-10-25 01:15:00;138.973;122.005; 56.423;226.267;584.514;488.238;154.117;1406.120;108.024;157.709;369.948;447.437;417.400;211.200; 50.462;237.108; 93.862;175.178;208.107;218.151;103.216;167.452;203.328;182.068;206.432;208.754;119.796;140.190;289.364;118.476;111.782
2011-10-25 01:20:00;138.947;122.597; 56.677;225.167;582.666;483.994;153.423;1407.200;106.538;159.503;371.189;454.007;416.800;208.600; 50.364;237.446; 93.132;176.058;208.107;220.704;103.565;168.898;207.192;184.192;211.150;205.992;118.290;141.072;286.764;118.016;112.330
2011-10-25 01:25:00;141.339;123.165; 55.723;223.633;579.108;483.724;154.737;1404.760;106.764;160.511;371.354;451.010;418.400;209.600; 51.304;237.672; 92.858;173.590;208.560;219.867;103.031;169.226;204.716;185.760;209.248;208.256;117.022;139.332;286.438;118.552;111.385
2011-10-25 01:30:00;140.767;122.875; 56.147;222.433;579.868;485.453;151.287;1400.980;107.412;160.206;372.407;448.300;416.400;205.000; 51.568;237.624; 93.980;173.886;209.867;219.259;106.145;169.794;208.564;182.940;207.590;207.790;117.878;138.532;286.798;119.734;109.913
2011-10-25 01:35:00;140.536;124.860; 57.250;224.500;585.389;484.575;153.053;1404.620;107.828;159.433;370.593;451.663;421.000;211.200; 50.966;237.704; 95.272;172.742;209.733;218.079;104.509;170.784;207.552;182.208;206.868;208.916;116.480;140.490;286.006;116.472;109.714
2011-10-25 01:40:00;141.764;123.360; 56.680;223.234;579.546;480.827;151.533;1400.680;107.022;158.338;369.193;448.340;419.400;210.600; 49.980;236.522; 91.896;173.236;208.213;220.659;104.751;167.218;207.552;182.620;209.588;206.326;118.448;139.620;285.784;117.152;111.091
2011-10-25 01:45:00;142.461;124.293; 56.393;224.533;580.578;487.239;153.430;1401.060;106.908;158.979;369.348;445.916;417.200;207.200; 51.300;238.606; 91.886;174.656;209.200;222.243;104.197;167.424;207.666;183.914;209.294;205.838;117.082;140.648;287.948;118.994;112.453
2011-10-25 01:50:00;140.924;122.295; 56.577;224.300;587.287;483.646;152.370;1404.080;107.330;159.821;368.470;449.673;415.000;210.200; 51.510;239.240; 92.714;173.736;208.480;216.066;105.328;167.984;207.128;182.092;208.548;208.660;116.790;138.954;287.568;118.104;111.345
2011-10-25 01:55:00;141.384;124.405; 55.570;223.900;579.307;482.428;152.407;1399.220;105.906;159.239;370.900;450.773;415.000;207.400; 50.294;235.762; 94.282;175.754;207.360;220.792;102.654;167.132;206.558;182.998;205.518;204.310;116.532;140.774;289.390;119.758;110.111
2011-10-25 02:00:00;141.489;124.390; 57.210;222.500;579.004;483.796;151.987;1401.880;107.084;158.785;369.128;450.123;415.200;210.200; 50.660;236.024; 93.702;174.078;207.760;223.464;104.549;169.738;205.302;183.148;205.900;205.698;117.660;139.426;284.704;116.448;110.914
2011-10-25 02:05:00;139.716;122.925; 54.970;224.533;578.318;487.111;152.126;1400.820;107.210;159.397;370.622;448.173;415.000;207.000; 50.870;239.632; 93.990;176.144;208.027;218.345;104.065;164.924;207.286;181.680;205.740;205.588;117.942;139.908;285.396;117.628;112.336
2011-10-25 02:10:00;142.430;122.653; 56.140;224.833;578.541;481.667;154.874;1405.580;105.944;157.461;370.133;450.110;416.200;207.600; 51.180;239.602; 93.028;174.014;208.987;221.425;103.338;166.914;208.408;183.110;208.472;205.080;116.338;139.302;285.610;117.722;111.982
2011-10-25 02:15:00;141.215;123.505; 55.777;225.067;583.244;483.791;154.523;1398.600;106.410;159.543;369.197;447.910;417.600;211.400; 50.270;235.646; 93.378;175.802;207.973;218.142;102.618;165.964;208.216;182.356;207.108;210.246;116.102;139.758;286.354;119.090;110.166
2011-10-25 02:20:00;139.345;122.660; 56.837;222.833;581.033;485.224;151.993;1402.880;105.754;157.506;368.982;445.180;415.400;208.600; 51.568;236.028; 93.810;175.596;208.427;219.049;101.368;165.352;207.138;181.470;205.128;207.224;117.012;139.742;286.470;118.008;111.682
2011-10-25 02:25:00;139.345;122.700; 57.270;221.500;581.148;479.565;152.167;1400.480;105.396;158.586;366.081;447.990;414.800;207.800; 50.608;236.040; 93.052;180.564;207.440;218.503;103.147;166.974;205.526;184.848;206.116;203.958;115.838;139.854;286.396;118.448;111.688
2011-10-25 02:30:00;141.199;124.070; 55.937;223.533;579.738;485.409;154.897;1404.180;106.494;157.429;368.193;446.627;414.600;210.200; 50.284;238.502; 94.660;174.210;209.680;221.040;103.455;166.300;207.482;182.974;208.194;201.534;115.374;139.306;286.560;118.694;110.351
2011-10-25 02:35:00;139.819;123.363; 56.943;224.133;580.003;484.268;152.443;1407.460;107.152;158.944;365.029;448.747;418.200;209.800; 49.882;239.836; 91.448;173.386;209.387;216.601;103.222;166.982;207.570;182.440;207.580;204.150;117.204;138.500;286.368;119.880;112.806
2011-10-25 02:40:00;142.041;123.335; 57.173;222.167;578.634;481.224;151.650;1401.900;105.748;155.943;369.367;446.220;417.200;207.400; 50.536;233.704; 93.132;177.094;208.587;218.661;101.888;166.578;205.244;183.550;208.192;203.502;117.156;139.566;286.890;117.768;111.137
2011-10-25 02:45:00;141.553;122.400; 56.353;224.200;578.172;484.102;151.773;1404.200;105.836;158.117;368.002;446.857;416.000;206.200; 50.420;236.786; 92.888;173.616;206.613;222.310;102.912;166.540;207.108;183.774;204.868;207.788;116.902;139.966;285.716;118.316;112.432
2011-10-25 02:50:00;142.141;124.043; 57.143;225.600;581.983;479.741;151.203;1396.380;105.202;159.175;367.292;446.660;414.600;208.600; 50.416;235.682; 93.148;173.834;208.667;219.112;102.044;165.880;207.290;182.008;205.228;206.224;116.204;138.712;287.906;118.944;111.134
2011-10-25 02:55:00;139.754;123.125; 57.473;222.233;582.436;480.752;152.673;1403.600;106.852;158.084;365.198;448.534;416.000;211.800; 51.118;236.450; 91.976;172.460;208.854;218.999;102.907;166.198;206.010;180.542;206.930;204.198;116.358;141.452;284.684;118.986;112.750
2011-10-25 03:00:00;141.905;122.943; 56.420;222.000;579.038;484.419;154.413;1403.160;108.054;157.561;364.823;446.097;415.800;211.400; 50.376;233.466; 93.448;175.956;208.133;219.067;102.441;167.542;205.520;182.296;208.806;207.898;117.332;140.416;286.504;117.788;113.291
2011-10-25 03:05:00;138.540;123.975; 55.490;220.400;578.856;482.280;152.013;1402.640;106.032;157.355;366.310;443.177;414.600;207.800; 50.128;237.736; 91.724;173.632;208.613;219.360;103.198;167.080;205.854;182.514;207.288;206.188;117.206;138.934;287.574;118.292;109.018
2011-10-25 03:10:00;140.369;123.240; 57.043;223.234;577.842;486.241;153.083;1402.980;106.598;157.547;367.599;442.087;416.800;208.000; 50.824;235.722; 92.508;172.240;209.147;219.475;101.952;169.920;204.236;181.854;205.182;203.292;115.706;138.916;287.582;118.614;110.819
2011-10-25 03:15:00;140.949;122.963; 57.137;226.433;577.001;484.090;150.327;1391.120;104.996;158.432;365.017;444.267;416.400;209.200; 49.912;239.456; 93.272;172.232;209.413;216.415;101.569;165.136;206.340;183.684;206.298;204.576;115.844;139.046;284.954;118.000;111.012
2011-10-25 03:20:00;138.226;123.585; 54.380;221.200;574.807;483.089;152.633;1392.800;106.466;157.083;369.510;441.954;414.800;205.800; 50.570;236.572; 92.186;173.316;206.800;220.133;102.485;167.900;205.780;182.684;202.496;206.150;116.936;140.760;286.634;118.304;111.447
2011-10-25 03:25:00;141.491;123.007; 54.727;221.467;572.769;482.786;151.110;1389.250;106.792;158.510;364.581;443.627;415.400;209.600; 49.860;235.996; 93.854;175.510;207.813;217.684;102.086;168.144;204.760;181.612;205.832;204.336;116.046;140.056;285.178;119.032;111.491
2011-10-25 03:30:00;139.178;123.385; 56.477;223.167;576.677;483.263;149.227;1394.180;105.916;157.007;366.768;447.013;413.800;209.200; 50.512;236.956; 93.806;173.418;207.120;217.859;102.816;167.690;204.378;184.142;206.220;206.526;118.498;139.862;287.158;117.634;112.357
2011-10-25 03:35:00;138.830;122.620; 55.587;220.433;577.760;483.650;151.443;1403.260;105.248;157.330;365.952;442.390;414.800;207.000; 51.216;237.604; 92.028;172.538;206.267;219.657;103.667;168.484;205.438;181.844;205.210;205.800;117.888;139.518;287.584;116.550;111.535
2011-10-25 03:40:00;142.247;123.093; 55.563;222.267;578.749;488.794;151.390;1391.680;105.804;157.596;366.046;439.483;412.400;208.000; 49.606;235.312; 92.928;173.360;208.107;218.997;103.794;169.666;202.256;180.466;205.028;204.346;118.690;139.452;284.876;119.504;110.683
2011-10-25 03:45:00;138.895;123.590; 56.437;222.600;572.314;482.910;152.917;1394.240;104.710;156.839;364.645;443.577;415.600;206.200; 50.306;236.764; 91.686;175.630;208.453;219.226;104.032;165.366;206.978;183.242;204.670;206.878;118.052;140.202;284.534;118.390;110.128
2011-10-25 03:50:00;140.042;120.750; 55.690;220.500;579.111;482.409;150.147;1398.040;107.292;157.431;366.151;446.217;417.800;204.400; 50.436;237.190; 92.450;172.976;206.240;218.503;102.964;167.438;204.740;180.952;205.426;209.944;116.962;139.668;286.290;119.094;111.690
2011-10-25 03:55:00;141.158;122.077; 56.390;221.566;580.835;482.542;150.460;1396.940;104.908;156.253;364.343;437.673;414.800;207.800; 50.692;235.070; 92.694;172.646;208.160;220.000;103.995;165.986;205.238;182.536;205.470;205.880;118.318;140.342;288.482;118.848;112.121
2011-10-25 04:00:00;137.432;122.475; 55.323;222.767;575.439;479.369;149.787;1395.160;104.298;158.396;366.249;442.143;414.600;206.800; 50.060;235.278; 92.302;174.164;206.240;214.611;104.186;166.934;203.578;182.178;207.158;205.504;117.210;140.606;286.802; 68.886;112.043
2011-10-25 04:05:00;139.467;122.863; 55.327;221.700;577.584;482.849;148.773;1394.120;104.994;158.200;367.366;443.767;416.200;208.400; 49.566;235.014; 93.638;173.600;207.253;218.891;104.234;168.702;207.330;181.696;208.454;209.536;118.150;139.810;287.114;109.164;110.708
2011-10-25 04:10:00;140.818;121.385; 55.183;223.000;572.453;480.196;151.467;1398.000;105.974;158.435;365.371;444.050;411.800;207.800; 50.314;231.746; 93.014;173.264;209.440;216.856;103.850;167.646;206.102;183.302;207.462;208.164;118.022;139.190;285.844;118.994;110.338
2011-10-25 04:15:00;139.953;124.570; 55.863;221.467;574.603;478.062;152.183;1393.060;105.940;156.961;365.363;441.067;413.800;207.200; 49.518;234.788; 92.410;176.326;207.840;219.823;100.686;167.784;203.048;180.714;203.944;206.738;116.362;139.482;286.206;118.574;111.369
2011-10-25 04:20:00;140.704;122.343; 56.650;223.633;570.234;478.057;151.880;1386.120;105.722;156.326;365.069;440.673;416.600;207.000; 49.744;230.766; 92.654;173.794;209.680;217.720;102.678;167.048;205.598;183.940;204.650;203.436;116.826;138.892;285.788;119.358;110.367
2011-10-25 04:25:00;139.810;122.625; 56.500;225.400;570.863;479.927;150.793;1394.580;104.774;155.967;363.887;439.487;414.600;210.200; 49.282;235.556; 94.006;175.534;207.680;217.519;104.807;169.572;205.914;181.098;205.260;207.386;116.358;140.716;285.836;118.892;110.323
2011-10-25 04:30:00;140.801;120.677; 55.337;223.800;578.283;480.511;150.037;1394.020;104.836;156.995;362.728;441.247;414.600;205.800; 50.656;233.534; 93.122;174.266;207.307;216.796;103.143;167.182;203.850;180.082;207.322;206.354;117.878;140.792;286.988;116.156;111.342
2011-10-25 04:35:00;139.695;121.925; 55.033;223.200;574.521;481.262;151.437;1391.500;104.340;156.473;366.404;440.360;414.200;206.200; 50.502;233.240; 92.858;175.098;208.293;218.538;103.410;166.530;204.018;182.294;205.340;208.358;116.824;138.248;286.962;117.804;111.018
2011-10-25 04:40:00;137.761;120.260; 56.260;222.433;574.419;479.713;151.097;1388.800;105.696;157.168;364.013;440.503;415.000;208.400; 49.576;237.654; 92.050;171.618;207.867;219.532;102.597;165.644;203.152;183.668;205.818;208.226;117.190;139.990;285.702;117.958;111.023
2011-10-25 04:45:00;141.407;121.530; 55.957;224.867;573.517;481.775;150.743;1394.000;105.604;156.267;361.638;439.777;414.400;207.400; 50.104;236.368; 93.310;175.050;208.453;217.948;102.973;166.392;204.148;181.660;206.372;203.370;117.430;139.072;287.370;117.910;110.838
2011-10-25 04:50:00;138.121;123.200; 55.900;221.967;575.662;478.557;148.790;1393.760;106.792;156.173;366.547;439.090;412.600;208.000; 50.056;236.436; 92.940;175.428;207.813;218.396;101.893;167.596;203.790;182.240;206.960;205.692;118.462;138.122;285.738;117.718;109.934
2011-10-25 04:55:00;138.368;121.717; 55.817;224.100;574.683;477.254;150.003;1388.680;104.646;158.269;367.185;441.733;415.000;207.400; 48.938;235.294; 91.848;172.414;208.027;217.588;101.348;165.108;204.694;183.714;205.828;206.590;116.410;139.374;285.750;116.182;109.274
2011-10-25 05:00:00;141.031;122.400; 56.007;221.433;573.868;482.672;151.790;1398.780;106.198;156.518;366.122;441.637;414.200;205.000; 50.996;233.970; 92.868;174.990;208.560;219.915;101.513;166.130;204.836;183.670;207.252;205.486;116.670;138.706;282.910;118.868;110.747
2011-10-25 05:05:00;141.066;121.535; 54.477;224.200;575.147;482.139;151.390;1396.760;106.940;158.148;366.414;443.583;415.000;207.600; 51.018;233.246; 92.328;173.296;207.786;214.854;102.424;167.186;204.936;182.530;208.874;202.476;118.022;138.402;284.404;118.402;110.813
2011-10-25 05:10:00;138.698;121.477; 55.850;220.500;568.795;481.256;150.537;1391.440;105.214;155.619;365.482;441.403;414.000;207.400; 49.960;234.606; 93.348;171.960;209.173;215.171;102.593;166.818;206.712;179.386;207.690;206.412;118.494;138.710;285.628;117.938;111.953
2011-10-25 05:15:00;138.594;120.465; 56.110;219.867;574.812;479.048;154.503;1395.740;105.158;157.066;368.502;439.930;412.800;208.200; 49.760;237.524; 93.108;175.726;206.880;215.989;100.657;166.714;203.734;183.946;205.692;206.014;117.608;138.534;283.176;118.344;111.770
2011-10-25 05:20:00;140.900;120.580; 55.560;221.467;575.754;482.591;151.097;1384.940;103.888;155.569;363.810;441.683;416.200;206.800; 50.132;234.290; 92.988;173.682;207.707;215.630;102.380;165.548;203.638;182.840;205.064;208.934;118.110;139.948;283.646;118.154;109.491
2011-10-25 05:25:00;141.204;120.460; 56.440;221.900;575.718;476.474;151.807;1386.360;105.128;156.958;363.049;440.810;414.200;207.600; 50.530;234.338; 92.598;172.430;208.347;218.290;103.382;167.346;204.924;182.122;204.964;206.866;117.478;140.244;286.604;117.688;111.029
2011-10-25 05:30:00;140.986;123.000; 56.347;223.400;573.785;475.377;151.693;1391.540;106.244;158.199;364.902;440.593;412.400;206.400; 51.392;235.380; 92.954;172.272;208.533;217.549;102.061;168.036;205.712;183.340;208.532;203.732;117.224;139.178;285.078;118.916;109.748
2011-10-25 05:35:00;138.764;122.083; 56.277;220.333;576.056;479.833;151.993;1385.600;105.016;157.555;360.896;442.424;412.200;210.000; 51.110;238.024; 93.364;170.572;208.000;215.657;101.860;165.426;205.634;184.210;207.600;202.378;118.902;137.512;283.548;117.594;110.253
2011-10-25 05:40:00;138.851;122.250; 56.180;221.733;572.338;478.628;151.790;1396.300;107.130;156.487;362.779;443.097;415.000;205.400; 49.596;233.434; 93.062;173.514;208.560;215.657;101.373;164.618;205.192;182.120;208.958;207.690;116.906;139.438;282.876;117.706;110.985
